CLID	NAME	1X	2X	3X	4X	5X	BT474	MCF7	SKBR3	T47D	NORWAY 7	NORWAY 10	NORWAY 11	NORWAY 12	NORWAY 14	NORWAY 15	NORWAY 16	NORWAY 17	NORWAY 18	NORWAY 19	NORWAY 26	NORWAY 27	NORWAY 39	NORWAY 41	NORWAY 47	NORWAY 48	NORWAY 53	NORWAY 56	NORWAY 57	NORWAY 61	NORWAY 65	NORWAY 100	NORWAY 101	NORWAY 102	NORWAY 104	NORWAY 109	NORWAY 111	NORWAY 112	STANFORD 2	STANFORD 14	STANFORD 16	STANFORD 17	STANFORD 23	STANFORD 24	STANFORD 35	STANFORD 38	STANFORD A	BT474 (mRNA)	MCF7 (mRNA)	SKBR3 (mRNA)	T47D (mRNA)	NORWAY 7 (mRNA)	NORWAY 10 (mRNA)	NORWAY 11 (mRNA)	NORWAY 12 (mRNA)	NORWAY 14 (mRNA)	NORWAY 15 (mRNA)	NORWAY 16 (mRNA)	NORWAY 17 (mRNA)	NORWAY 18 (mRNA)	NORWAY 19 (mRNA)	NORWAY 26 (mRNA)	NORWAY 27 (mRNA)	NORWAY 39 (mRNA)	NORWAY 41 (mRNA)	NORWAY 47 (mRNA)	NORWAY 48 (mRNA)	NORWAY 53 (mRNA)	NORWAY 56 (mRNA)	NORWAY 57 (mRNA)	NORWAY 61 (mRNA)	NORWAY 65 (mRNA)	NORWAY 100 (mRNA)	NORWAY 101 (mRNA)	NORWAY 102 (mRNA)	NORWAY 104 (mRNA)	NORWAY 109 (mRNA)	NORWAY 111 (mRNA)	NORWAY 112 (mRNA)	STANFORD 2 (mRNA)	STANFORD 14 (mRNA)	STANFORD 16 (mRNA)	STANFORD 17 (mRNA)	STANFORD 23 (mRNA)	STANFORD 24 (mRNA)	STANFORD 35 (mRNA)	STANFORD 38 (mRNA)	STANFORD A (mRNA)
IMAGE:417855	chr1|nt11355735||W88792||ESTs	-0.42	-0.04	0.06	-0.2	-0.14	0.01	-0.54	0.03	-0.23		0.12		-0.14	-0.17	-0.07	-0.14	-0.17	0.04		0.15	-0.06	-0.06	-0.06	0	0.07	0.14	0.21	0.2	-0.06	0	-0.01	0.06	0.06	0.03	-0.01	-0.25	0.2	0.08	-0.06	-0.09	0.01	-0.1	0.01	-0.18	-0.06	-0.18	0.53	0.45	0.36	0.72	-0.13	-0.65	-0.14	-0.35	-0.14	0.71	-0.18	-0.25	-0.22	0.2	-0.42	0.19	-0.42	0.06	0	0.2	-0.09	-0.05	-0.35	-0.38	-0.07	-0.38	-0.6	-0.25	-0.42	0.22	-0.42	-0.35	0.69	1.05	0.28	0.45	0.66	0.85	0.11	0.47	0.2
IMAGE:856796	chr1|nt11383802|1p36-p22|AA669545|SRM|spermidine synthase	-0.06	-0.09	-0.29	0.01	-0.15	0.74	0.54	0.15	-0.09	0.04	0.4	-0.04	0.16	0.14	0.06	0	-0.12	-0.07	0.3	-0.14	0.25	0.12	-0.07	-0.01	0.16	-0.03	0.01	-0.06	0.11	0.19	0.01	0.2	0.04	0.28	-0.14	-0.29	-0.09	-0.01	-0.12	-0.1	0.11	-0.32	0.12	-0.22	-0.36	-0.29	0.8	1.33	1.54	0.56	0.83	-0.48	0.36	-0.17	-0.02	0.58	-0.11	0.11	0.77	0.85	-0.33	-0.77	-0.64	0.13	-0.14	1.49	-0.3	0.32	-0.3	0.11	-0.14	-0.14	0.16	0.03	-0.55	-0.11	0.06	-0.26	0.06	0.03	-0.87	-0.14	0.18	0.16	-0.26	-0.17	-0.26
IMAGE:771323	"chr1|nt12174669|1p36.3-p36.2|AA476240|PLOD|procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)"	-0.3	-0.25	-0.1	0.01	0.15	0.04	0.06	-0.17	-0.18	-0.27	0		-0.01	0	0.14	0.08	-0.12	0.1	0	0.1	-0.14	0.29	-0.22	-0.32	0.11	-0.03	-0.09	-0.62	-0.06	-0.03	0.14	-0.18	-0.23	0	0.06	-0.07	-0.15	0.06	0.12	0.01	0.2	0.1	0.11	-0.18	0.01	0.07	-0.25	-1.42	0.44	-0.25	-0.65	0.3	0.44	0.63	-0.42	0.26	0.24	0.06	-0.22	0.24	-0.2	-0.25	0.3	1.69	-0.48	-0.48	-0.36	-1	1.09	-0.05	-0.39	-0.28	-0.12	-0.12	-1.83	0.93	-0.68	-0.48	0	0.92	0.54	0.02	1.01	-0.07	-0.15	0.3	-0.61
IMAGE:491403	"chr1|nt12359963|1p36.3-p36.2|AA150416|TNFRSF1B|tumor necrosis factor receptor superfamily, member 1B"	0.19	-0.03	-0.01	-0.29	-0.07	-0.15	-0.56	-0.2	-0.36	-0.15	0.04	0.2	-0.04	0.21	0.3	0.01	0.01	-0.06	0.08	-0.17	0.21	0.03	0.15	0.11	0.06	0.07	-0.18	0.07	0.19	0.14	0.12	-0.15	0.01	-0.04	-0.04	-0.6	-0.03	-0.12	-0.18	0.12	0	-0.32	0.01	-0.32	-0.23	-0.4		-2.53	-2.87		0.46	-0.05	0.11		0.09	-0.17	-0.64	0.03	-0.59	-0.59	-0.02	-0.07	0.16	1.29	-0.32	0.11	0.53	0.03	0.1	0.77	0.86	-0.23	-0.21	-0.22	-0.29	-0.5	-1.03	0.15		-0.24	0.73	-0.28	0.02	-0.83	-0.04	0.94	-0.04
IMAGE:505076	chr1|nt13617520|1p36|AA149827|T1A-2|lung type-I cell membrane-associated glycoprotein								-0.42			-0.17	-0.34	-0.32	-0.07		0.1	0.11	0	-0.03	-0.45	-0.2	-0.45	-0.27	-0.06	0.01	-0.09	-0.23	-0.29	-0.15	0		-0.06		-0.25	-0.3	-0.45		-0.3	-0.25		-0.38	-0.67	0.08	-0.4	-1.25		-1.74	-2.12			-0.54		0.71			0.58	0.11	0.27	-0.54		0.21	0.1			-1.02	0.14	0.2	-1.12			1.53	1.08		0.9	-0.18	0.14		0.1	-0.1	-0.89	-0.09	0.17	-0.09	-0.1	-0.69	-0.09	-0.8
IMAGE:345348	"chr1|nt13770776|1p36|W73060|PRDM2|PR domain containing 2, with ZNF domain"	-0.54	0.04	-0.1	-0.17	-0.1	-0.12	-0.47	-0.15	-0.27	-0.12	0.2	0.23	-0.14	0.07	-0.01	-0.23	0.04	0.03	-0.15	-0.09	0.12	-0.15	-0.36	0.01	0.04	0.16	-0.04	-0.14	0.01	0.07	0.1	0.29	0.19	0.12	-0.01	-0.06	0.07	0.04	0.07	-0.06	0.1	-0.09	0.07	-0.29	0.08	-0.27	0.8	-0.92	-0.5	-1.66	-0.84	0.31	-0.04	-0.59	0.85	-0.06	0.07	0.4	-0.52	0.4	-0.28	-0.02	-0.19	-0.26	0.81	0.27	0.01	0.08	0.36	0.38	0.72	0.15	0.9	0.23	-0.14	0.12	-0.35	0.59	0.18	-0.06	-0.24	0.15	-0.89	-0.81	-0.95	-0.3	-0.46
IMAGE:340673	chr1|nt13789182|1|W56271|HUMHOXY1|zinc-finger DNA-binding protein	0.36	0.23	0.18	0.07	-0.12	-0.54	-0.54	-0.6	-0.4	-0.51	-0.4	-0.25	-0.17	0.03	0.16	-0.12	-0.09	-0.23	-0.14	-0.29	-0.27	-0.42	0.15	0.06	0.03	-0.07	-0.1	-0.3	-0.29	0.08	-0.01	-0.17	-0.06	-0.04	-0.18	-0.29	-0.1	-0.09	-0.17	0.19	-0.15	-0.22	-0.01	0	0.16	-0.25	0.13	-0.68	-0.86	0.07	-1.01	-1.38	-0.36	0.26	0.54	-0.33	0.02	0.36	-0.55	0.14	-0.47	-0.25	-0.24	-0.29	0.26	0.05	0.09	-0.2	-0.18	-0.07	0.02	-0.22	0.19	-0.06	0.25	-0.2	-0.49	0.96	-0.26	0.8	0.61	1.28	0.25	-0.06	0.1	0.4	0.17
IMAGE:705110	"chr1|nt15984733|1p36.3-p36.1|AA281152|CASP9|caspase 9, apoptosis-related cysteine protease"	-0.14	0.12	-0.03	0.28	0	-0.12	-0.29	-0.09	-0.47	-0.22	-0.15	0	0.29	0.28	0.38	-0.04	0.03	0.12	0.23	-0.14	0.04	-0.22	-0.22	0	-0.07	0.23	0.34	-0.17	0.18	0.08	-0.04	0.16	0.03	0.25	0	0.07	0.03	0.15	0.03	-0.1	0.12	0.32	-0.12	-0.32	-0.12	-0.1	0.09	0.06	0.47	0.5	-0.6	-0.09	-0.33	-0.24	0.29	0.17	0.01	-0.24	0.17	0.49	-0.3	0.78	-0.09	-0.39	0.14	0.54	0.32	0.37	-0.68	-0.04	-0.04	0.25	-0.3	-0.01	-0.3	-0.01	0.18	-0.48	-0.13	0.33	0.15	0.46	0.01	0.01	-0.46	0.15	
IMAGE:239862	chr1|nt16029917|1|H80637|KIAA0962|KIAA0962 protein							-0.14		-0.34										0.81	0.19			-0.03	0.04	-0.01	-0.01	-0.1		-0.07	0.1	-0.42	-0.12	-0.27	-0.03	-0.23	-0.43	-0.27	0.01	-0.12	-0.2	-0.17	-0.58	1.08	-0.29	-0.06	-0.45	0.12	-0.27	-0.19	-0.51		1	-0.15		0.58	-0.08	0.3	0.4	-0.19	-0.29	-0.54	0.2	-0.84	-0.95	0.49	-0.02	-0.24	0.42		0.43	0.01	-0.06	0.25	0.12	0.49	-0.22	0.22	0.55	-0.45	-0.34	-1.27	0.52	-0.06	0.16			-0.34
IMAGE:151251	"chr1|nt16154822||H02333||ESTs, Highly similar to regulatory solute carrier protein, family 1, member 1 [H.sapiens]"	0.03	-0.32	0.15	0.16	0.15	-0.23	-0.32	-0.36	-0.04	-0.27	-0.04	-0.25	-0.04	0.12	-0.04	-0.15	0.15	0.16	0.11	-0.01	0.03	-0.2	-0.18	0.15	0.16	-0.03	0.01	-0.2	-0.2	-0.17	-0.12	-0.12	-0.14	-0.06	-0.2	-0.2	0.18	0.18	-0.07	0.12	0.06	-0.03	0.1	-0.01	0.28	0	0.37	0.45	1.08	-0.65	-0.57	0.87	-0.25		0.68	0.58	0.17	0.11	-0.25	0.6	-0.54	0.39	-0.57	-0.61	0.28	0.83	0.3	0.76	0.96	-0.14	-0.22	-0.47	-0.22	-0.01	-0.4	0.04	-0.61	0.58	-0.22	0.08	0.11	-0.5	-0.28	-0.19			-1.14
IMAGE:755373	chr1|nt16450428|1p36.2-p36.1|AA410283|ZNF151|zinc finger protein 151 (pHZ-67)	0.5	0.63	0.39	0.4	0.31	0.07	0.62	0.21	0.19	0.1	0.07	0.14	0.36	0.01	0.65	0.59	0.41	0.46	0.23	0.14	0.31	0	0.46	0.32	0.25	0.23	0.29	0.37	0.28	0.14	0.36	0.37	0.39	0.12	0.28	0.45	0.25	0.16	0.2	0.48	0.01	0.56	0.08	0.49	0.4	0.29	0.49	0.41	0.83	-0.58	0.63	0.53	-0.25	0.2	0.07	-0.1	0.22	1.04	0.08	-0.43	-0.46	0.37	0.26	-0.05	1.42	-0.67	0.61	1.6	-0.13	-0.26	-0.06	0.21	0.03	0.15	0.97	-0.22	0.62	-0.25	-1.28	-0.78	-0.26	-0.41	-0.63	-0.02	-1.1	-0.67	-0.9
IMAGE:297392	chr1|nt16840997|*16q13|N80129|MT1L|metallothionein 1L	-0.3	-0.06	0.08	0.15	-0.07	0.2	-0.3	0.25	-0.1	0	0.08	0.07	-0.12	-0.17	0.28	-0.15	-0.07	-0.12	-0.2	0.39	0.32	0.4	-0.22	-0.01	0.15	0.23	-0.04	0.07	0.08	-0.06	0.12	0.31	0.19	0.12	-0.03	0.06	-0.17	0.07	0.16	-0.15	0.1	0.1		-0.34	-0.1	-0.15	-1.28	-0.99	0.05	-2.51	0.1	-0.84	0.33	-1.28	-0.03	1.24	-1.41	-1.04	0.22	0.58	0.77	0.35	-1	1.63	0.32	0.59	-0.07	-0.49	1.19	0.07	0.57	0.1	-0.31	-0.15	-0.43	0.16		-0.54	0.65	0.74	-1.06	0.18	0.95	0.33	-0.53	-1.15	-0.72
IMAGE:256449	chr1|nt16946035|1|H94739|DKFZP566C0424|DKFZP566C0424 protein	0.45	0.04	0.18	0.1	0.04	-0.2	0.26	-0.18	-0.14	0.03	0.08	0	0.29	0.11	0.38	0.14	0.21	0.01	0.21	-0.12	0.07	0.04	0.11	0.06	-0.09	0.08	0.1	0.1	0.15	0.19	0.06	-0.23	-0.27	0.16	-0.07	-0.17	-0.1	0.1	-0.04	0.23	0.1	0.03	0.11	0.06	0.07	0.01	0	1.38	0.74	-0.05	-0.15	0.54	-0.05		-0.26	0.9	0.03	0.12	-0.18	0.8	-0.02	0.67	-0.82	0.59	0	0.56	0.32	0.45	1.1	0.2	-0.2	0.18	0.57	0.23	-1.1	0.7	0.47	-0.07	-0.32	-0.9	-0.44	-0.32	-0.29	-0.95	-0.95	-0.51	-0.77
IMAGE:72395	chr1|nt17419168|*3p21|T51539|MST1|macrophage stimulating 1 (hepatocyte growth factor-like)	0.03	0.01	0.2	0.08	0.2	-0.27	0.32	-0.22	0.19	-0.03	0.06	0.24	-0.17	0.11		-0.4	-0.22	0.24	0.06	0.16	0.42	-0.1	-0.12	-0.17	-0.12	0.54	0	-0.06	-0.09	0.38	0.52	0.32	0.26	0.12	0.18	0.24	0.24	0.1	-0.15	-0.1	0.19	-0.38	0.19	0.08	-0.14	-0.1	-1.78	-3.27	-3.6	-1.05	0.34	-0.53	0.29	0.06	-0.85	0.78	0.08	-0.14	1.18	0.09	1.11	0.45	0.22	1.12	-0.92	-0.22	0.21	1.06	-0.43	-0.16	-0.29	0.23	-0.02	-0.17	-0.69	-1.28	-0.11	-1	-0.43	0.3	-0.05	-0.1	0.02	-0.35	-0.47	0.44	0.06
IMAGE:797016	"chr1|nt18141226|1p36.1-p35|AA463510|SDHB|succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	-0.06	-0.06	-0.04	-0.12	0.08	0.29	-0.47	-0.04	-0.27	0.12	0.18	0.15	-0.29	-0.29	-0.17	-0.25	-0.07	0.04	-0.03	0.04	0.14	0.04	-0.27	0.01	0.01	-0.03	-0.1	-0.17	0.01	0.08	-0.2	0.31	0.14	0.03	-0.01	0.25	0.08	0.23	0.03	-0.18	0.1	-0.18	-0.18	0.03	-0.03	-0.42	0.45	1.13	1.45	0.98	0.3	-0.77	0.35	-0.57	0.32	0.55	-0.03	-0.34	0.32	0.41	-0.51	1.3	-0.39	0.25	0.1	0.69	-0.09	0.78	-0.39	0.04	-0.37	0.25	-0.19	0.35	-0.51	-0.21	0.23	-0.57	0.08	-0.34	0.17	0.1	-0.39	0.32	-0.16	-0.57	-0.39
IMAGE:291880	chr1|nt18217063|1p36.1-p35|N67487|MFAP2|microfibrillar-associated protein 2	0	0.08	-0.03	-0.27	-0.09	0.15	-0.71	0.01	-0.34	0.1	-0.27	0.37	0.04	0.34	0.36	-0.09	-0.03	-0.01	0.12	0.12	0.41	0.12		0.21	0.15	0.3	0	0.1	0.23	0.38	0.14	0.07	0.26	0.18	0.07	-0.22	-0.03	-0.04	0.01	-0.01	0.2	-0.17	0.16	0.04	-0.22	-0.34	-2.54	-0.44	-2.12	-1.87	-1.07	0.3	1.15		-1.5	1.53	1.1	0.68	-1.15	-0.4	0.25	-0.89	-0.04	1.62	-0.51	-0.49	-0.21	-2.54	0.5	0.54	0.4	0.84	0.63	1.64	-1.61	0.73	0.2	1.1	-0.74	0	-0.78	0.56	-0.52	-1.87	0.63	0.79	-0.97
IMAGE:47853	chr1|nt20516082|1p36|H11346|ALDH4|aldehyde dehydrogenase 4 (glutamate gamma-semialdehyde dehydrogenase; pyrroline-5-carboxylate dehydrogenase)	-0.2	0.03	-0.07	-0.14	-0.18	0.11	-0.51	-0.01	-0.22	0.16	0.25	0.31	-0.07	0.29	0.29	0.06	0.12	-0.07	0.26	0.04	0.3	-0.04	-0.01	-0.01	0.06	0.07	-0.18	0.1	0.07	0.12	-0.07	0	0.07	0.33	0.18	-0.01	0.1	0.07	0.23	-0.04	0.08	-0.27	0.2	-0.15	-0.14	-0.32	2.59	1.93	1.93	1.31	-0.61	0.22	0.57	0.94	0.46	0.27	-0.11	-0.71	-0.17	0.3	-0.46	0.65	-1.17	-0.37	1.37	-0.26	0.95	0.13	0.09	-0.74	-0.24	-0.71	0.14	0.62	-0.71	-0.95	0.13	-0.46	1.3	-1.46	0.53	0.92	-0.99	-0.41	0.29	-0.15	0.74
IMAGE:195813	chr1|nt20845906|1pter-1p12|R89308|LOC51154|60S acidic ribosomal protein PO	0.43	0.43	0.32	0.26	0.16	0.51	-0.04	-0.42	0.07	-0.03	-0.23	-0.4	0.03	-0.1	0.23	0.34	0.1	0.24	0.01	0.06	0.16	-0.45	0.16	0.19	0.14	0.25	0.38	0.04	-0.07	0.07	-0.58	0.16	-0.09	0.08	0.01	0.36	0.21	0.21	0.31	0.32	0.12	0.2	-0.01	0.15	0.12	0.68	0.38	1.54	1.37	1.13	-0.14	-0.52	0.13	-0.25	-0.14	0.73	-0.1	-0.34	0.3	0.92	-0.34	0.19	-0.57	0.22	0	0.92	-0.29	0.55	-0.57	0.43	-1.84	-0.1	-0.47	0.36	0.04	0.8	0.19	0.04	0.19	0.28	0.07	-0.07	-0.1	0.46	-0.42	-1.03	0.62
IMAGE:79592	"chr1|nt20898065|1p36.1-p35|T62715|AKR7A2|aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"	-0.06	0.12	0.2	0.2	0.34	-0.22	-0.69	-0.23	-0.45	-0.18	-0.23	-0.04	-0.12	0.07	0.3	0.03	-0.03	0.01	0.23	0.08	0.41	0.1	-0.06	0.18	0.34	0.11	0.04	0.21	0.16	0.34	0.19	0.18	0.25	-0.01	0.34	0.2	0.18	0.23	0.44	0.25	0.12	-0.32	0.34	0.1	-0.03	-0.2	-0.08	0.49	0.62	0.57	-0.51	0.06	0.34		-0.65	0.69	0.25	-0.3	0.91	0.88	-0.81	1.82	-1.22	-0.61	-0.68	0.22	-0.22	0.21	-0.83	-0.66	-0.66	-0.35	-0.63	1.63	-1.3	-0.56	0.71	0.12	0.38	0.69	-0.24		-0.98	2.04	-0.56	0.42	0.54
IMAGE:322961	"chr1|nt20933370|1p36.1|W44907|CAPZB|capping protein (actin filament) muscle Z-line, beta"	0.07	-0.4	-0.17	-0.6	-0.2	-0.12	-0.89		-0.84	-0.2	-0.14	0.3	-0.29	-0.29	-0.14	-0.1	-0.14	-0.4	-0.29	-0.38	0.08	0	0.1	-0.06	-0.1	-0.06	-0.86	-0.32	0.08	-0.07	-0.18	-0.45	-0.49	-0.22	-0.1	-0.12	0	-0.12	0.19	0.21	-0.1	-0.32	-0.04	-0.4	-0.54	-0.54	0.08	0.21	0.57	-0.05	0.24	0.77	0.4	-0.31	-0.42	0.57	0.03	0.07	-0.18	-0.15	-0.39	0.93	-0.59	0.43	0.03	0.03	0.03	-0.13	0.07	0.19	0.07	0.24	0.46	0.83	-1.15	0.21	0.78	-0.13	0.07	-0.04	-0.15	-0.29	-0.9	0.5	-1.18	-0.46	-0.61
IMAGE:898305	"chr1|nt21221437|1p36.3-p36.2|AA598830|NBL1|neuroblastoma, suppression of tumorigenicity 1"	-0.3	0	-0.23	0.04	0.03	0.25	-0.49	0.07	-0.17	0.06	0.28	0.39	0.25	0.16	0.2	-0.04	0.04	0.1	0.51	0.24	0.26	0	-0.12	0.15	0.06	0.04	-0.07	0.01	0.21	0.07	0	0.24	0.15	0.23	0.31	0	0.01	0.06	0.58	0.12	0.2	-0.03	0.14	-0.15	-0.23	-0.27	-1.91	-3.37	-5.43	-0.47	-0.34	0.97	0.64	-0.26	-0.98	0.95	0.45	0.19	-0.77	-1.66	-0.01	0.08	0.05	-0.21	-0.38	-1.3	-0.38	-1.8	0.18	0.22	0.44	0.56	0.94	0.96	0.14	-0.53	0.91	0.87	-1.03	0.82	-0.52	0.36	-1.11	1.26	0.4	0.51	-0.57
IMAGE:266098	chr1|nt21377867||N21548||ESTs	-0.22	-0.45	-0.56	-0.32	-0.32	0	-0.64	-0.43	-0.79	-0.17	-0.27	-0.18	-0.47	-0.27	-0.54	-0.34	-0.2	-0.18	-0.23	-0.51	-0.45	-0.51	-0.36	-0.18	-0.32	-0.15	-0.4	-0.43	-0.23	-0.22	-0.54	-0.25	-0.36	-0.3	-0.25	-0.6	-0.25	-0.4	0.18	0.07	-0.23	-0.84	-0.3	-0.45	-0.84	-0.71	-0.19	0.52	-0.1		-0.39	0.74	-0.45	1.33	-0.3	-0.71	-0.28	0.08	-1.45		-1		-0.07		0.53	-0.08	0.11	-0.77		1.37	-0.15	-0.52		0.01	-0.39	-0.54	0.26	1.05		2.1	-0.82	1.36	-0.25	-0.3		-0.41	
IMAGE:77915	"chr1|nt21580011|1p35|T61271|PLA2G2A|phospholipase A2, group IIA (platelets, synovial fluid)"	-0.42	-0.17	-0.09	-0.4	-0.18	0.06	-0.51	-0.15	-0.42	-0.69	-0.06	-0.17	-0.3	-0.15	-0.06	-0.22	-0.04	-0.1	-0.12	-0.25	-0.2	-0.1	-0.42	-0.04	-0.01	0.03	-0.03	-0.12	-0.07	-0.12	0	0.01	0.12	0.01	0.07	-0.09	0.01	-0.06	0.18	0.08	0.04	0.11	-0.03	-0.25	-0.3	-0.42	1.4		-1.36	-1.1	1.07	0.22	-0.68	0.56	-0.51	-0.88	-0.51	1.32		-1.1	-0.1	-1.1	-0.22	-1.36	0.71	-0.51	1.56	-0.68	-1.1	-0.68	3.02	-0.68	0.22	0.49	-1.36	0.02	-0.68	-0.68	1.32	-0.22	2.53	-0.68	0.71	0.64	-0.36	-0.68	0.22
IMAGE:135692	"chr1|nt21674597|1p36-p34|R32409|PLA2G5|phospholipase A2, group V"	-0.27	0.08	0.03	0	0.28	-0.06	0	-0.06	0.34	-0.38	-0.23	0.01	0	0.01	-0.09	-0.04	-0.04	0	-0.18	0.1	0.08	-0.38	-0.2	-0.1	-0.1	-0.22	-0.12	-0.23	0	-0.23	0.06	0	-0.07	-0.12	-0.04	-0.07	0.04	-0.1	0.26	-0.14	-0.01	-0.25	0.04	0.03		-0.07		-1.68	-0.8	-0.49	-1.09	0.91	-0.13	1.44	0.03	-0.43	0.99	-0.24		0.15	-0.42	-0.3	0.36	-0.56	0.38	-0.23	-0.68	-0.62	1.51	0.01	0.73	-0.13	0.29	0.43	-1.29	-0.24	-0.6		-0.2	-2	0.64	0.37	-0.3	-0.38	1.54		
IMAGE:124239	chr1|nt21795668||R02333||ESTs				-0.27			-0.71	-0.51	-0.84	-0.03	-0.1	-0.12	-0.64	-0.1	-0.25	-0.54	-0.12	-0.17	-0.15	-0.84	-0.58	-0.79	-0.43	-0.14	-0.15	-0.14	-0.25	-0.45	-0.14	-0.12	-0.15	0.04	-0.27	-0.32	-0.14	-0.45	-0.34	0.2	-0.25	-0.12	-0.1	-0.92	-0.2	-0.51	-1.15	-0.71	0.32	1.07		0.75	-0.07	-0.53	-0.13		-0.73	-1.14	-0.21	-0.24	-1.57		0.55	0.47	-0.05	-0.59	-0.44	0.79	0.42	-0.55	0.65	0.45	-0.59	-0.66		0.91	-0.6	-0.27	-0.01	-0.26	0.38	0.14	-0.27	3.27	1.06	0.06	-0.57		0.28
IMAGE:503602	chr1|nt22083994|1|AA131299|PRO1489|hypothetical protein PRO1489|(2)	0.18	0.26	0.18	0.3	0.07	-0.42	-0.24	-0.22	0	-0.26	-0.12	0.01	-0.21	0.15	0.13	-0.2	0.06	-0.05	0.23	0.09	-0.16	-0.17	0.14	0.06	0.06	0.16	0.08	0.01	0.18	0.09	0.28	0.29	0.32	0.08	0.21	0.08	0.06	-0.01	0.14	0.09	0.2	0.06	0.12	0.22	0.09	-0.02	0.81	-0.25	1.81	0.15	0	0.5	1.7	0.82	-1.09	0.72	0.28	-0.41	-1	0.98	0.05	0.68	-0.5	-2.53	0.74	0.19	1.61	-1.11	1.46	0.24	0.63	1.06	1.09	0.44	0.36	-0.48	1.22	0.68	-1.08	0.73	-1.56	0.83	-2.09	-2.24	-1.06	-0.8	-0.56
IMAGE:809413	"chr1|nt22101302||AA459905||Homo sapiens cDNA FLJ12875 fis, clone NT2RP2003777"	-0.45	-0.06	-0.18	-0.22	-0.34	-0.15	-0.67	-0.14			0.18	0.21	-0.71	0.03	0.24	-0.07	-0.07	0.14		-0.18	0.12	-0.07	-0.06	0.08	0.01	0.04	0.01	0.18	-0.01	0.07	0.01	-0.17	-0.18	0.03	-0.15	-0.38	0.14	-0.06	-0.06	-0.03	-0.14	-0.23	0.07	-0.09	-0.17	-0.4		-0.07		-1.16	-0.39	0.35	-1.64		0.65	-0.97	-0.17	0.95	-0.77	0.65	0.53	0.07	-1.14		0.51	0.24	0.26	-0.24	1.35		-1.04	-0.35	0.66	0.27	0.06	-0.28	-1.21	-0.14					1.82				
IMAGE:729929	"chr1|nt22289521||AA399022||ESTs, Weakly similar to myotonic dystrophy kinase [H.sapiens]"	-0.23	0.12	-0.04	-0.25	-0.07	-0.07	-0.58	-0.06	-0.54	0.01	0.23	0.39	-0.36	0.11	0.32	0.11	0.03	-0.01	0.14	0.1	0.31	-0.06	0.14	0.08		0.19	0.18	0.12	0.12	0.06	0	-0.15	0.31	-0.01	0.14	-0.27	0.18	0.08	0.04	0.14	0.15	0.06	0.21	-0.04	0	-0.29	-0.08	-0.7	0.07	-0.54	-0.79	0.58	0.52		-0.08	-0.09	0.14	-0.46	0.65	0.07	-0.26	0.99	-0.29	-0.25	-0.14	0.27	0.11	0.89	0.44	0.16	0.1	0.39	-0.02	0.33	-1.01	-0.12	0.25	-0.07		-0.13	-0.86	0.08	-0.77	0.37	-0.36	-0.07	-0.59
IMAGE:251135	chr1|nt22292538|1p36.1|H96437|DDOST|dolichyl-diphosphooligosaccharide-protein glycosyltransferase	0.24	0.3	0.15	0.18	0.14	0.23	-0.04	-0.15	-0.07	0.26	0.25	0.18	-0.25	0.11	0.16	0.11	0.15	0.11	0.06	-0.03	0.19	0.01	0.01	0.16	0.15	0.19	0.12	0.03	0.26	0.26	0.23	0.3	0.36	0.26	0.16	0.06	0.08	0.19	0.18	0.28	0.24	0.08	0.29	0.16	0.24	0.01	-0.02	0.9	1.15	1.01	0.78	0.08	0.14	-0.64	0.54	0.72	0.23	-0.02	0.3	0.79	-0.04	0.21	-0.84	0.3	0.4	1.1	0.05	0.16	0.12	-0.17	-0.4	0.18	-0.14	0.21	-1.28	0.78	-0.37	-0.43	-0.09	-0.04	-0.14	-0.09	-0.17	-0.28	-0.71	-0.46	-0.71
IMAGE:233365	chr1|nt22383035|1pter-1p12|H79795|HP1-BP74|HP1-BP74	0.51	0.36	0.28	0.24	0.19	0.12	0.04	0.07	0.06	0.11	0.14	0.18	-0.07	0.12	0.26	0.16	0.24	0.2	0.23	-0.1	0.08	0.18	0.21	0.16	0.07	0.14	-0.04	0.01	0.36	0.11	0.24	0.16	0.18	0.1	0.04	0.06	0	0.25	0.25	0.26	-0.03	-0.01	0.08	0.24	0.3	0.18	0.77	0.71	0.9	0.6	-0.77	-0.07	-0.07		0.38	0.32	-0.73	0.34	-0.51	0.03	-0.69	-0.2	-0.23	-0.07	0.47	-0.26	-0.02	0.27	-0.15	-0.05	0.34	0.4	-0.41	0.1	-0.29	-0.02	-0.12	0.4	-0.2	0.82	0.18	0.25	0.32	-0.44	0.38	0.27	0.18
